所属模块,用例名称,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段,类型可选值列表,阶段可选值列表
/(未命名模块/PduR),CTSPTest_PduR_032,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;/&lt;Lo&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_&lt;Up&gt;CancelTransmit(PduRSourcePduHandleId)
4. 调用PduR_&lt;Up&gt;CancelTransmit(PduRSourcePduHandleId)","1. 
2. 
3. PduR_&lt;User:Up&gt;CancelTransmit返回E_OK



&lt;LoTp&gt;/&lt;Lo&gt;_CancelTransmit被调用返回值为E_OK
4. PduR_&lt;User:Up&gt;CancelTransmit返回E_OK



&lt;LoTp&gt;/&lt;Lo&gt;_CancelTransmit被调用返回值为E_OK",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_033,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;/&lt;Lo&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_DisableRouting(PduRRoutingPathGroupId)
4. 调用PduR_&lt;Up&gt;CancelTransmit(PduRSourcePduHandleId)
5. 调用PduR_EnableRouting(PduRRoutingPathGroupId)
6. 调用PduR_&lt;Up&gt;CancelTransmit(PduRSourcePduHandleId)","1. 
2. 
3. 
4. PduR_&lt;User:Up&gt;CancelTransmit返回E_NOT_OK



&lt;LoTp&gt;_CancelTransmit未被调用
5. 
6. PduR_&lt;User:Up&gt;CancelTransmit返回E_OK



&lt;LoTp&gt;_CancelTransmit被调用",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_034,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;/&lt;Lo&gt;)),"1. 调用PduR_Init
2. 设置&lt;LoTp&gt;/&lt;Lo&gt;根的行为,以返回E_NOT_OK，为API &lt;LoTp&gt;/&lt;Lo&gt;_CancelTransmit
3. 对每一个符合前提的路由路径执行以下操作
4. 调用PduR_&lt;Up&gt;CancelTransmit(PduRSourcePduHandleId)","1. 
2. 
3. 
4. PduR_&lt;User:Up&gt;CancelTransmit返回E_NOT_OK



&lt;LoTp&gt;/&lt;Lo&gt;_CancelTransmit被调用",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_035,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;/&lt;Lo&gt;)),"1. 调用PduR_Init
2. 设置&lt;LoTp&gt;/&lt;Lo&gt;存根行为返回E_NOT_OK，为最后一个发送的 &lt;LoTp&gt;/&lt;Lo&gt;_CancelTransmit
3. 对每一个符合前提的路由路径执行以下操作
4. 调用PduR_&lt;Up&gt;CancelTransmit(PduRSourcePduHandleId)","1. 
2. 
3. 
4. PduR_&lt;User:Up&gt;CancelTransmit返回E_NOT_OK



&lt;LoTp&gt;/&lt;Lo&gt;_CancelTransmit被调用",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_036,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_DisableRouting(PduRRoutingPathGroupId)
4. 调用PduR_&lt;Up&gt;CancelReceive(PduRSourcePduHandleId)
5. 调用PduR_EnableRouting(PduRRoutingPathGroupId)
6. 调用PduR_&lt;Up&gt;CancelReceive(PduRSourcePduHandleId)","1. 
2. 
3. 
4. PduR_&lt;User:Up&gt;CancelReceive返回E_NOT_OK



&lt;LoTp&gt;_CancelReceive未被调用
5. 
6. PduR_&lt;User:Up&gt;CancelReceive返回E_OK



&lt;LoTp&gt;_CancelReceive被调用",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_037,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_&lt;Up&gt;CancelReceive(PduRSourcePduHandleId)
4. 调用PduR_&lt;Up&gt;CancelReceive(PduRSourcePduHandleId)","1. 
2. 
3. PduR_&lt;User:Up&gt;CancelReceive返回E_OK



&lt;LoTp&gt;_CancelReceive被调用且返回值为E_OK
4. PduR_&lt;User:Up&gt;CancelReceive返回E_OK



&lt;LoTp&gt;_CancelReceive被调用且返回值为E_OK",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_038,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 设置&lt;LoTp&gt;_CancelReceive存根行为返回E_NOT_OK
4. 调用PduR_&lt;Up&gt;CancelReceive(PduRSourcePduHandleId)","1. 
2. 
3. 
4. PduR_&lt;User:Up&gt;CancelReceive返回E_NOT_OK



&lt;LoTp&gt;_CancelReceive被调用且返回值为E_NOT_OK",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_039,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;Lo&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_&lt;User:Up&gt;Transmit(PduRSourcePduHandleId, info)
4. 调用PduR_DisableRouting(PduRRoutingPathGroupId)
5. 调用PduR_&lt;Lo&gt;TxConfirmation(PduRDestPduHandleId)","1. 
2. 
3. PduR_&lt;User:Up&gt;Transmit返回E_OK



&lt;Lo&gt;_Transmit被调用
4. 
5. &lt;Up&gt;_TxConfirmation未被调用",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_040,路由配置为非网关操作且((CTPduRSrcModuleName==&lt;LoTp&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;Up&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_&lt;LoTp&gt;StartOfReception(SourcePduHandleId, info,TpSduLength, bufferSizePtr)
4. 调用PduR_DisableRouting(PduRRoutingPathGroupId)
5. 调用PduR_&lt;User:LoTp&gt;CopyRxData(PduRSourcePduHandleId,info,bufferSizePtr)","1. 
2. 
3. PduR_&lt;User:LoTp&gt;StartOfReception返回BUFREQ_ OK
4. 
5. PduR_&lt;User:LoTp&gt;CopyRxData返回BUFREQ_E_NOT_OK



&lt;Up&gt;_CopyRxData未被调用",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_041,((CTPduRSrcModuleName==&lt;Up&gt;)&amp;&amp;(CTPduRDestModuleName==&lt;LoTp&gt;)),"1. 调用PduR_Init
2. 对每一个符合前提的路由路径执行以下操作
3. 调用PduR_&lt;Up&gt;ChangeParameter(PduRSourcePduHandleId,parameter,value)","1. 
2. 
3. PduR_&lt;User:Up&gt;ChangeParameter返回E_OK



&lt;LoTp&gt;_ChangeParameter被调用且返回值为E_OK",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_042,验证版本信息,1. 调用PduR_GetVersionInfo,"1. versionInfo-&gt;moduleID = PDUR_MODULE_ID;

versionInfo-&gt;sw_major_version = PDUR_SW_MAJOR_VERSION;

versionInfo-&gt;sw_minor_version = PDUR_SW_MINOR_VERSION;

versionInfo-&gt;sw_patch_version = PDUR_SW_PATCH_VERSION;

versionInfo-&gt;vendorID = PDUR_VENDOR_ID;",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_043,验证路由路径配置为单播操作且CTPduRSrcModuleName == &lt;Up&gt;,"1. 调用PduR_Init
2. 对每一个配置的路由路径执行以下操作
3. 设置&lt;Lo&gt;/&lt;LoTp&gt;_Transmit存根为E_NOT_OK
4. 调用PduR_&lt;User:Up&gt;Transmit(PduRSourcePduHandleId, info)","1. 
2. 
3. 
4. PduR_&lt;User:Up&gt;Transmit返回E_NOT_OK



若CTPduRDestModuleName == &lt;LoTp&gt;验证&lt;LoTp&gt;_Transmit被调用且返回值为E_NOT_OK；



若CTPduRDestModuleName == &lt;Lo&gt;验证&lt;Lo&gt;_Transmit被调用且返回值为E_NOT_OK；",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_044,"路由路径配置为网关操作且(CTPduRSrcModuleName == &lt;Lo&gt;)&amp;&amp; (PduRTxBufferDepth&gt;1)&amp;&amp;

((PduRTransmissionConfirmation == true) &amp;&amp; (PduRDestPduDataProvision == PDUR_DIRECT) for at least one destination))","1. 调用PduR_Init
2. 对每一个配置的路由路径执行以下操作
3. 调用PduR_&lt;Lo&gt;RxIndication(PduRSourcePduHandleId, PduInfoPtr)","1. 
2. 
3. &lt;Lo&gt;_Transmit被调用

Det_ReportError被调用且报告PDUR_E_PDU_INSTANCES_LOST",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_045,"PDU路由器模块在PDU路由器模块上电后(即调用PduR_Init函数之前)应处于PDUR_UNINIT状态。PDU路由器模块在未初始化状态(PDUR_UNINIT)时,不应执行路由。","1. 对每一个配置的路由路径执行以下操作
2. 调用PduR_&lt;User:Up&gt;Transmit(PduRSourcePduHandleId, info)","1. 
2. PduR_&lt;User:Up&gt;Transmit返回E_NOT_OK；

Det_ReportError被调用且报告PDUR_E_INVALID_REQUEST",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_046,"如果启用了开发错误检测,PDU标识符不在指定范围内,并且PDU标识符被配置为由PDU路由器模块使用,则当启用了PduRDevErrorDetect时，PDU路由器模块应向DET模块报告错误PDUR_E_PDU_ID_INVALID。","1. 调用PduR_Init
2. 对每一个配置的路由路径执行以下操作
3. 调用PduR_&lt;User:Up&gt;Transmit(InvalidPduHandleId, info)","1. 
2. 
3. PduR_&lt;User:Up&gt;Transmit返回E_NOT_OK；

Det_ReportError被调用且报告PDUR_E_PDU_ID_INVALID",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_047,"如果调用PduR_EnableRouting时路由路径组id不存在,则PDU路由器模块应返回无动作。如果路由路径组id不存在且启用了PduRDevErro rDetect,则PDU路由器模块应报告PDUR_ E_ROUTING_PATH_GROUP_ID_INVALID。","1. 调用PduR_Init
2. 对每一个配置的路由路径执行以下操作
3. 调用PduR_EnableRouting(InvalidPduHandleId)","1. 
2. 
3. 验证Det_ReportError被调用且报告PDUR_E_ROUTING_PATH_GROUP_ID_INVALID",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_048,"如果调用PduR_DisableRouting时路由路径组id不存在,则PDU路由器模块应返回无动作。如果路由路径组id不存在且启用了PduRDevErr orDetect,则PDU路由器模块应报告PDUR_ E_ROUTING_PATH_GROUP_ID_INVALID。","1. 调用PduR_Init
2. 对每一个配置的路由路径执行以下操作
3. 调用PduR_DisableRouting(InvalidPduHandleId,TRUE)","1. 
2. 
3. 验证Det_ReportError被调用且报告PDUR_E_ROUTING_PATH_GROUP_ID_INVALID",,2,功能测试,功能测试阶段,,
/(未命名模块/PduR),CTSPTest_PduR_049,"路由路径配置为网关操作且(CTPduRSrcModuleName == &lt;Lo&gt;) &amp;&amp; ((PduRTriggertransmit==true) &amp;&amp; (PduRDestPduDataProvision == 

PDUR_TRIGGERTRANSMIT) for at least one destination)&amp;&amp; 

(PduRTxBufferDepth &gt; 1))","1. 调用PduR_Init
2. 对每一个配置的路由路径执行以下操作
3. 调用 PduR_&lt;Lo&gt;RxIndication(PduRSourcePduHandleId, PduInfoPtr)PduRTxBufferDepth次且每次PduInfoPtr不同
4. 调用PduR_DisableRouting(Id,TRUE)","1. 
2. 
3. PduR_TxBuffer[bufId].PduRTxBufferRef[PduRTxBufferDepth-1].used == TRUE;
4. Det_ReportError被调用且报告PDUR_E_PDU_INSTANCES_LOST",,2,功能测试,功能测试阶段,,
